"transformation_date","item_name","Transformation_ID","Lot_ID","farm_name","Harvesting_ID","product_desc","quantity","transformer_quantity","transfored_product_desc","lot_code_hyperlink","Subsequent_ID","is_contaminated"
"2023-02-12","cilantro","TR376","376","Sunnydale Farm","H376","Sunnydale Farm,cilantro,7507,LBS",7507,3477,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_376","376","true"
"2023-01-27","cilantro","TR377","377","Sunnydale Farm","H377","Sunnydale Farm,cilantro,7435,LBS",7435,6921,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunnydale Farm_377","377","false"
"2021-09-29","parsley","TR378","378","Deep Root Farms","H378","Deep Root Farms,parsley,8518,LBS",8518,5407,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Deep Root Farms_378","378","false"
"2023-02-04","bell peppers","TR379","379","Sunny Fields Farm ","H379","Sunny Fields Farm ,bell peppers,5377,LBS",5377,7398,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunny Fields Farm _379","379","false"
"2022-12-04","arugula","TR380","380","scissortail farms","H380","scissortail farms,arugula,2751,LBS",2751,3776,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","scissortail farms_380","380","false"
"2022-05-27","cilantro","TR381","381","Sunnydale Farm","H381","Sunnydale Farm,cilantro,7490,LBS",7490,5251,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_381","381","false"
"2023-02-23","basil","TR382","382","Orchard Valley Farm","H382","Orchard Valley Farm,basil,6969,LBS",6969,5909,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_382","382","false"
"2022-06-14","lettuce","TR383","383","Mena Farm","H383","Mena Farm,lettuce,753,LBS",753,2550,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Mena Farm_383","383","false"
"2022-11-01","bell peppers","TR384","384","Green Acres Farm","H384","Green Acres Farm,bell peppers,5239,LBS",5239,7896,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Green Acres Farm_384","384","false"
"2022-02-23","parsley","TR385","385","Meadowbrook Farm","H385","Meadowbrook Farm,parsley,8132,LBS",8132,1790,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_385","385","false"
"2022-02-05","bell peppers","TR386","386","Sunny Fields Farm ","H386","Sunny Fields Farm ,bell peppers,5343,LBS",5343,9915,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunny Fields Farm _386","386","false"
"2022-06-07","cilantro","TR387","387","Orchard Valley Farm","H387","Orchard Valley Farm,cilantro,7241,LBS",7241,2387,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_387","387","false"
"2022-09-23","bell peppers","TR388","388","Sunny Fields Farm ","H388","Sunny Fields Farm ,bell peppers,5337,LBS",5337,7837,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunny Fields Farm _388","388","false"
"2022-01-03","chili peppers","TR389","389","Harvest Moon Farms","H389","Harvest Moon Farms,chili peppers,6327,LBS",6327,7293,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Harvest Moon Farms_389","389","false"
"2022-09-16","basil","TR390","390","Orchard Valley Farm","H390","Orchard Valley Farm,basil,7148,LBS",7148,6454,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Orchard Valley Farm_390","390","false"
"2022-06-23","Tomatoes","TR391","391","roland farms","H391","roland farms,Tomatoes,3637,LBS",3637,2592,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","roland farms_391","391","false"
"2022-05-19","Item","TR392","392","Meadowlark Farm","H392","Meadowlark Farm,Item,9317,LBS",9317,9164,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_392","392","false"
"2021-08-27","arugula","TR393","393","Potomac Vegetable Farms","H393","Potomac Vegetable Farms,arugula,2695,LBS",2695,8756,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Potomac Vegetable Farms_393","393","false"
"2022-06-19","Tomatoes","TR394","394","Burnt Mill Farm","H394","Burnt Mill Farm,Tomatoes,3998,LBS",3998,3823,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Burnt Mill Farm_394","394","false"
"2022-04-03","Item","TR395","395","Red Barn Farms","H395","Red Barn Farms,Item,9662,LBS",9662,1028,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Red Barn Farms_395","395","false"
"2021-11-25","melons","TR396","396","roland farms","H396","roland farms,melons,3242,LBS",3242,5458,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","roland farms_396","396","false"
"2022-12-08","Cucumbers","TR397","397","Green Acres Farm","H397","Green Acres Farm,Cucumbers,4964,LBS",4964,4930,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_397","397","false"
"2022-06-27","Item","TR398","398","Red Barn Farms","H398","Red Barn Farms,Item,9701,LBS",9701,6360,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Red Barn Farms_398","398","false"
"2022-11-21","basil","TR399","399","Sweetwater Farm ","H399","Sweetwater Farm ,basil,6802,LBS",6802,8320,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sweetwater Farm _399","399","false"
"2022-11-12","cilantro","TR400","400","Sunnydale Farm","H400","Sunnydale Farm,cilantro,7711,LBS",7711,9079,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunnydale Farm_400","400","true"
"2022-05-01","spinach","TR401","401","Mena Farm","H401","Mena Farm,spinach,1081,LBS",1081,5460,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Mena Farm_401","401","true"
"2021-09-20","Tomatoes","TR402","402","Burnt Mill Farm","H402","Burnt Mill Farm,Tomatoes,4259,LBS",4259,698,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Burnt Mill Farm_402","402","false"
"2022-02-21","potato","TR403","403","Deep Root Farms","H403","Deep Root Farms,potato,8777,LBS",8777,6352,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Deep Root Farms_403","403","false"
"2021-10-03","cilantro","TR404","404","Sunnydale Farm","H404","Sunnydale Farm,cilantro,7779,LBS",7779,4444,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunnydale Farm_404","404","false"
"2023-02-07","bell peppers","TR405","405","Green Acres Farm","H405","Green Acres Farm,bell peppers,5055,LBS",5055,2957,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Green Acres Farm_405","405","false"
"2022-07-16","melons","TR406","406","roland farms","H406","roland farms,melons,3329,LBS",3329,759,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","roland farms_406","406","true"
"2021-12-02","lettuce","TR407","407","Hidden gems Farm","H407","Hidden gems Farm,lettuce,170,LBS",170,2401,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Hidden gems Farm_407","407","false"
"2022-10-09","arugula","TR408","408","Potomac Vegetable Farms","H408","Potomac Vegetable Farms,arugula,2450,LBS",2450,4262,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Potomac Vegetable Farms_408","408","false"
"2022-10-10","Tomatoes","TR409","409","roland farms","H409","roland farms,Tomatoes,3685,LBS",3685,1871,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","roland farms_409","409","false"
"2022-02-12","spinach","TR410","410","Cerritos Farm","H410","Cerritos Farm,spinach,1460,LBS",1460,6568,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Cerritos Farm_410","410","false"
"2022-04-08","melons","TR411","411","scissortail farms","H411","scissortail farms,melons,3139,LBS",3139,7826,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","scissortail farms_411","411","false"
"2022-05-06","chili peppers","TR412","412","Harvest Moon Farms","H412","Harvest Moon Farms,chili peppers,6120,LBS",6120,5804,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Harvest Moon Farms_412","412","false"
"2022-01-24","arugula","TR413","413","Potomac Vegetable Farms","H413","Potomac Vegetable Farms,arugula,2467,LBS",2467,3074,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Potomac Vegetable Farms_413","413","false"
"2022-06-23","Cucumbers","TR414","414","Stonehall Farm","H414","Stonehall Farm,Cucumbers,4773,LBS",4773,3359,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Stonehall Farm_414","414","true"
"2022-10-23","spinach","TR415","415","Mena Farm","H415","Mena Farm,spinach,898,LBS",898,8626,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Mena Farm_415","415","false"
"2021-10-02","bell peppers","TR416","416","Sunny Fields Farm ","H416","Sunny Fields Farm ,bell peppers,5436,LBS",5436,8654,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunny Fields Farm _416","416","false"
"2022-02-21","parsley","TR417","417","Meadowbrook Farm","H417","Meadowbrook Farm,parsley,8068,LBS",8068,2354,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowbrook Farm_417","417","false"
"2021-10-15","parsley","TR418","418","Deep Root Farms","H418","Deep Root Farms,parsley,8511,LBS",8511,3194,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Deep Root Farms_418","418","false"
"2022-05-14","spinach","TR419","419","Mena Farm","H419","Mena Farm,spinach,1030,LBS",1030,8636,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Mena Farm_419","419","false"
"2022-04-05","bell peppers","TR420","420","Sunny Fields Farm ","H420","Sunny Fields Farm ,bell peppers,5695,LBS",5695,1314,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunny Fields Farm _420","420","false"
"2022-09-19","Item","TR421","421","Meadowlark Farm","H421","Meadowlark Farm,Item,9476,LBS",9476,429,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_421","421","false"
"2022-07-18","arugula","TR422","422","scissortail farms","H422","scissortail farms,arugula,2824,LBS",2824,7291,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","scissortail farms_422","422","false"
"2022-03-04","melons","TR423","423","roland farms","H423","roland farms,melons,3451,LBS",3451,4788,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","roland farms_423","423","true"
"2022-04-18","Cucumbers","TR424","424","Green Acres Farm","H424","Green Acres Farm,Cucumbers,4848,LBS",4848,946,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_424","424","false"
"2022-01-11","potato","TR425","425","Deep Root Farms","H425","Deep Root Farms,potato,8617,LBS",8617,8778,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_425","425","false"
"2022-02-16","bell peppers","TR426","426","Green Acres Farm","H426","Green Acres Farm,bell peppers,5245,LBS",5245,9958,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_426","426","true"
"2022-06-16","cilantro","TR427","427","Orchard Valley Farm","H427","Orchard Valley Farm,cilantro,7234,LBS",7234,596,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Orchard Valley Farm_427","427","false"
"2022-01-02","lettuce","TR428","428","Hidden gems Farm","H428","Hidden gems Farm,lettuce,530,LBS",530,6783,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Hidden gems Farm_428","428","false"
"2022-01-04","arugula","TR429","429","scissortail farms","H429","scissortail farms,arugula,2863,LBS",2863,333,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","scissortail farms_429","429","false"
"2021-12-18","cilantro","TR430","430","Sunnydale Farm","H430","Sunnydale Farm,cilantro,7790,LBS",7790,2016,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunnydale Farm_430","430","false"
"2022-01-21","kale","TR431","431","Starview Farms","H431","Starview Farms,kale,2032,LBS",2032,7652,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Starview Farms_431","431","false"
"2022-01-10","chili peppers","TR432","432","Harvest Moon Farms","H432","Harvest Moon Farms,chili peppers,5964,LBS",5964,4245,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_432","432","true"
"2021-08-16","kale","TR433","433","Starview Farms","H433","Starview Farms,kale,1714,LBS",1714,3752,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Starview Farms_433","433","false"
"2022-10-04","chili peppers","TR434","434","Harvest Moon Farms","H434","Harvest Moon Farms,chili peppers,6156,LBS",6156,6602,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Harvest Moon Farms_434","434","false"
"2023-01-06","Cucumbers","TR435","435","Green Acres Farm","H435","Green Acres Farm,Cucumbers,4920,LBS",4920,9524,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Green Acres Farm_435","435","false"
"2021-09-25","potato","TR436","436","Meadowlark Farm","H436","Meadowlark Farm,potato,9175,LBS",9175,2979,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_436","436","false"
"2022-06-24","Cucumbers","TR437","437","Stonehall Farm","H437","Stonehall Farm,Cucumbers,4770,LBS",4770,5392,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Stonehall Farm_437","437","true"
"2022-08-29","cilantro","TR438","438","Sunnydale Farm","H438","Sunnydale Farm,cilantro,7701,LBS",7701,7958,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_438","438","false"
"2021-11-18","parsley","TR439","439","Meadowbrook Farm","H439","Meadowbrook Farm,parsley,8230,LBS",8230,8614,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Meadowbrook Farm_439","439","false"
"2022-03-28","bell peppers","TR440","440","Green Acres Farm","H440","Green Acres Farm,bell peppers,5209,LBS",5209,2883,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Green Acres Farm_440","440","false"
"2022-09-24","kale","TR441","441","Cerritos Farm","H441","Cerritos Farm,kale,1561,LBS",1561,4068,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Cerritos Farm_441","441","false"
"2022-02-04","Cucumbers","TR442","442","Stonehall Farm","H442","Stonehall Farm,Cucumbers,4493,LBS",4493,6440,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Stonehall Farm_442","442","false"
"2022-11-07","lettuce","TR443","443","Hidden gems Farm","H443","Hidden gems Farm,lettuce,282,LBS",282,9751,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Hidden gems Farm_443","443","false"
"2022-09-07","Item","TR444","444","Red Barn Farms","H444","Red Barn Farms,Item,9596,LBS",9596,5135,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Red Barn Farms_444","444","false"
"2022-07-23","lettuce","TR445","445","Mena Farm","H445","Mena Farm,lettuce,740,LBS",740,4939,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Mena Farm_445","445","false"
"2022-03-03","spinach","TR446","446","Cerritos Farm","H446","Cerritos Farm,spinach,1264,LBS",1264,3911,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Cerritos Farm_446","446","true"
"2022-02-02","potato","TR447","447","Meadowlark Farm","H447","Meadowlark Farm,potato,9006,LBS",9006,5415,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowlark Farm_447","447","false"
"2021-08-04","chili peppers","TR448","448","Harvest Moon Farms","H448","Harvest Moon Farms,chili peppers,6207,LBS",6207,7635,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_448","448","false"
"2022-05-28","Cucumbers","TR449","449","Green Acres Farm","H449","Green Acres Farm,Cucumbers,4969,LBS",4969,9580,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_449","449","false"
"2021-09-22","parsley","TR450","450","Deep Root Farms","H450","Deep Root Farms,parsley,8523,LBS",8523,7821,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Deep Root Farms_450","450","false"
"2022-09-10","kale","TR451","451","Starview Farms","H451","Starview Farms,kale,2044,LBS",2044,3839,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Starview Farms_451","451","false"
"2022-06-06","Cucumbers","TR452","452","Green Acres Farm","H452","Green Acres Farm,Cucumbers,4808,LBS",4808,9259,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Green Acres Farm_452","452","false"
"2022-03-23","chili peppers","TR453","453","Sunny Fields Farm ","H453","Sunny Fields Farm ,chili peppers,5766,LBS",5766,1166,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunny Fields Farm _453","453","false"
"2021-08-23","arugula","TR454","454","scissortail farms","H454","scissortail farms,arugula,2918,LBS",2918,952,"ACME BRAND, FROZEN SALAD, 25 LB CASE","scissortail farms_454","454","false"
"2021-12-20","lettuce","TR455","455","Mena Farm","H455","Mena Farm,lettuce,713,LBS",713,1578,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Mena Farm_455","455","false"
"2022-12-30","spinach","TR456","456","Mena Farm","H456","Mena Farm,spinach,1012,LBS",1012,8888,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Mena Farm_456","456","false"
"2021-10-23","Tomatoes","TR457","457","Stonehall Farm","H457","Stonehall Farm,Tomatoes,4322,LBS",4322,1941,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Stonehall Farm_457","457","false"
"2021-08-01","kale","TR458","458","Starview Farms","H458","Starview Farms,kale,2182,LBS",2182,9520,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Starview Farms_458","458","false"
"2023-02-02","parsley","TR459","459","Meadowbrook Farm","H459","Meadowbrook Farm,parsley,8415,LBS",8415,1824,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_459","459","false"
"2022-10-17","lettuce","TR460","460","Hidden gems Farm","H460","Hidden gems Farm,lettuce,103,LBS",103,1525,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Hidden gems Farm_460","460","false"
"2022-06-04","cilantro","TR461","461","Sunnydale Farm","H461","Sunnydale Farm,cilantro,7499,LBS",7499,9795,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunnydale Farm_461","461","false"
"2022-02-04","basil","TR462","462","Sweetwater Farm ","H462","Sweetwater Farm ,basil,6850,LBS",6850,4266,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sweetwater Farm _462","462","true"
"2022-05-23","Item","TR463","463","Red Barn Farms","H463","Red Barn Farms,Item,9627,LBS",9627,6063,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Red Barn Farms_463","463","false"
"2021-10-01","lettuce","TR464","464","Hidden gems Farm","H464","Hidden gems Farm,lettuce,537,LBS",537,5284,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Hidden gems Farm_464","464","true"
"2021-10-20","kale","TR465","465","Starview Farms","H465","Starview Farms,kale,1861,LBS",1861,1595,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Starview Farms_465","465","false"
"2023-02-19","spinach","TR466","466","Cerritos Farm","H466","Cerritos Farm,spinach,1378,LBS",1378,977,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Cerritos Farm_466","466","true"
"2022-08-09","cilantro","TR467","467","Orchard Valley Farm","H467","Orchard Valley Farm,cilantro,7258,LBS",7258,3024,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Orchard Valley Farm_467","467","false"
"2022-11-22","kale","TR468","468","Starview Farms","H468","Starview Farms,kale,1885,LBS",1885,1691,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Starview Farms_468","468","true"
"2022-10-22","melons","TR469","469","roland farms","H469","roland farms,melons,3401,LBS",3401,5325,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","roland farms_469","469","false"
"2023-01-24","parsley","TR470","470","Meadowbrook Farm","H470","Meadowbrook Farm,parsley,8245,LBS",8245,2736,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowbrook Farm_470","470","true"
"2022-03-21","kale","TR471","471","Starview Farms","H471","Starview Farms,kale,2041,LBS",2041,8763,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Starview Farms_471","471","false"
"2022-07-01","arugula","TR472","472","Potomac Vegetable Farms","H472","Potomac Vegetable Farms,arugula,2696,LBS",2696,836,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Potomac Vegetable Farms_472","472","false"
"2021-12-22","lettuce","TR473","473","Mena Farm","H473","Mena Farm,lettuce,752,LBS",752,5783,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Mena Farm_473","473","true"
"2022-12-29","melons","TR474","474","roland farms","H474","roland farms,melons,3511,LBS",3511,9122,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","roland farms_474","474","true"
"2022-06-08","cilantro","TR475","475","Sunnydale Farm","H475","Sunnydale Farm,cilantro,7617,LBS",7617,6755,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_475","475","false"
"2022-08-23","kale","TR476","476","Starview Farms","H476","Starview Farms,kale,2117,LBS",2117,5099,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Starview Farms_476","476","true"
"2023-02-01","Cucumbers","TR477","477","Stonehall Farm","H477","Stonehall Farm,Cucumbers,4559,LBS",4559,1161,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Stonehall Farm_477","477","false"
"2022-02-12","Tomatoes","TR478","478","Stonehall Farm","H478","Stonehall Farm,Tomatoes,4330,LBS",4330,9887,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Stonehall Farm_478","478","false"
"2023-02-13","bell peppers","TR479","479","Green Acres Farm","H479","Green Acres Farm,bell peppers,5242,LBS",5242,8898,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_479","479","false"
"2022-03-23","basil","TR480","480","Orchard Valley Farm","H480","Orchard Valley Farm,basil,7040,LBS",7040,4576,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Orchard Valley Farm_480","480","true"
"2022-09-15","lettuce","TR481","481","Hidden gems Farm","H481","Hidden gems Farm,lettuce,346,LBS",346,9006,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Hidden gems Farm_481","481","false"
"2021-10-21","chili peppers","TR482","482","Sweetwater Farm ","H482","Sweetwater Farm ,chili peppers,6423,LBS",6423,8750,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sweetwater Farm _482","482","false"
"2022-12-02","Cucumbers","TR483","483","Stonehall Farm","H483","Stonehall Farm,Cucumbers,4396,LBS",4396,1571,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Stonehall Farm_483","483","false"
"2022-05-20","Tomatoes","TR484","484","Burnt Mill Farm","H484","Burnt Mill Farm,Tomatoes,3938,LBS",3938,7040,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Burnt Mill Farm_484","484","false"
"2022-05-16","lettuce","TR485","485","Hidden gems Farm","H485","Hidden gems Farm,lettuce,159,LBS",159,1990,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Hidden gems Farm_485","485","false"
"2022-11-16","potato","TR486","486","Meadowlark Farm","H486","Meadowlark Farm,potato,9090,LBS",9090,3971,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowlark Farm_486","486","true"
"2022-03-29","spinach","TR487","487","Mena Farm","H487","Mena Farm,spinach,877,LBS",877,7563,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Mena Farm_487","487","false"
"2022-11-06","potato","TR488","488","Deep Root Farms","H488","Deep Root Farms,potato,8953,LBS",8953,9891,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_488","488","true"
"2022-06-19","bell peppers","TR489","489","Sunny Fields Farm ","H489","Sunny Fields Farm ,bell peppers,5724,LBS",5724,2965,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunny Fields Farm _489","489","false"
"2022-03-29","parsley","TR490","490","Meadowbrook Farm","H490","Meadowbrook Farm,parsley,8197,LBS",8197,927,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowbrook Farm_490","490","false"
"2021-11-07","parsley","TR491","491","Meadowbrook Farm","H491","Meadowbrook Farm,parsley,8198,LBS",8198,3901,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowbrook Farm_491","491","false"
"2021-12-28","parsley","TR492","492","Sunnydale Farm","H492","Sunnydale Farm,parsley,7915,LBS",7915,8685,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_492","492","false"
"2022-07-19","cilantro","TR493","493","Sunnydale Farm","H493","Sunnydale Farm,cilantro,7822,LBS",7822,3884,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sunnydale Farm_493","493","true"
"2022-12-26","potato","TR494","494","Meadowlark Farm","H494","Meadowlark Farm,potato,9187,LBS",9187,3620,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_494","494","false"
"2022-02-11","chili peppers","TR495","495","Harvest Moon Farms","H495","Harvest Moon Farms,chili peppers,6077,LBS",6077,6851,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_495","495","false"
"2023-02-06","parsley","TR496","496","Meadowbrook Farm","H496","Meadowbrook Farm,parsley,7934,LBS",7934,2461,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowbrook Farm_496","496","false"
"2022-07-22","Cucumbers","TR497","497","Stonehall Farm","H497","Stonehall Farm,Cucumbers,4702,LBS",4702,3973,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Stonehall Farm_497","497","false"
